aap,monkey,15,9,5,1,8,17,6,12,13,9,3,18,22,5,1,18,9,21,3,10
bever,beaver,21,17,20,30,15,29,27,18,17,17,20,21,14,26,20,25,16,29,15,25
bizon,bison,11,18,29,21,13,27,22,16,11,18,27,27,21,19,11,13,17,9,22,24
dromedaris,dromedary,13,27,30,28,6,20,25,13,8,25,24,26,16,28,22,23,24,15,19,16
eekhoorn,squirrel,23,21,13,29,30,11,26,6,18,12,29,19,20,20,25,26,15,27,14,28
egel,hedgehog,25,23,16,26,16,13,28,10,19,15,30,20,8,24,29,27,28,30,27,29
ezel,donkey,10,7,11,19,20,8,13,11,25,8,11,9,10,13,12,12,10,8,16,5
giraf,giraffe,22,26,22,24,21,16,14,28,7,26,28,15,15,11,19,15,22,19,28,15
hamster,hamster,8,29,4,27,29,3,17,4,21,14,13,24,9,22,24,28,19,16,12,12
hert,deer,9,14,15,25,18,14,21,24,14,6,21,11,13,10,13,11,13,18,10,13
hond,dog,5,1,1,3,10,1,2,3,22,2,1,3,2,1,2,2,4,7,2,1
ijsbeer,polar bear,16,13,21,17,12,30,24,19,4,24,23,22,26,23,18,10,29,13,23,27
kangoeroe,kangaroo,26,19,18,22,25,25,15,20,12,23,12,30,29,25,17,22,27,25,30,26
kat,cat,4,2,2,4,7,2,1,1,23,4,2,4,3,2,3,5,5,6,1,2
koe,cow,1,3,7,2,9,9,7,2,27,1,4,1,1,3,4,3,1,1,4,3
konijn,rabbit,18,5,3,6,1,4,10,7,20,11,7,8,4,6,23,19,7,4,5,9
lama,llama,12,14,23,11,26,24,29,21,10,19,25,28,18,27,16,14,25,11,21,23
leeuw,lion,17,10,17,15,4,22,3,14,5,22,15,23,27,15,9,1,21,23,17,22
muis,mouse,27,8,8,16,14,10,23,9,29,13,14,7,11,12,26,29,6,26,6,11
neushoorn,rhinoceros,24,25,25,23,24,18,12,25,2,29,18,16,23,18,28,24,23,22,25,17
nijlpaard,hippopotamus,29,20,26,13,19,15,20,29,3,28,19,13,24,29,27,17,29,20,24,19
olifant,elephant,19,15,28,20,18,23,11,22,1,27,17,12,25,9,21,20,3,24,26,6
paard,horse,2,6,19,7,17,7,4,12,24,3,6,2,5,4,14,7,12,5,11,4
schaap,sheep,3,16,12,8,2,5,5,8,26,7,5,6,7,7,5,9,8,3,13,7
tijger,tiger,7,12,9,10,5,21,9,23,6,21,16,29,28,16,10,4,20,14,18,20
varken,pig,6,4,10,5,11,6,8,5,28,5,8,5,6,8,8,8,2,2,7,8
vleermuis,bat,-1,30,27,14,23,28,30,17,30,30,31,10,30,30,30,30,30,28,29,30
vos,fox,28,11,6,18,3,12,19,27,16,10,22,14,12,21,7,21,14,12,8,21
wolf,wolf,20,12,14,12,22,19,16,26,15,16,10,25,17,14,6,6,11,17,9,14
zebra,zebra,14,18,24,9,27,26,18,15,9,20,9,17,19,17,15,16,26,10,20,18
